program_id;university;program_name;full_description;subjects;min_scores;program_type;specialization_focus;city;study_duration;degree_level
197;МГУ;Геология;Общая геология, минералогия, петрография, литология, структурная геология, геологическое картирование. Изучают общую геологию, минералогию, петрографию, литологию, структурную геологию, геологическое картирование, полевую геологию. Карьера в геологических экспедициях, научных институтах, горнодобывающих компаниях, нефтегазовых компаниях;география,русский,математика;82,80,81;Science;Геология;Москва;4;Бакалавриат
198;СПбГУ;Геология;Историческая геология, стратиграфия, палеонтология, геохронология, эволюция Земли. Изучают историческую геологию, стратиграфию, палеонтологию, геохронологию, эволюцию Земли, ископаемые организмы. Выпускники работают в геологических музеях, научных институтах, палеонтологических экспедициях, нефтегазовой геологии;география,русский,математика;81,79,80;Science;Историческая геология;Санкт-Петербург;4;Бакалавриат
199;МГУ;Геофизика;Сейсмология, гравиметрия, магнитометрия, разведочная геофизика, геофизические методы исследований. Изучают сейсмологию, гравиметрию, магнитометрию, разведочную геофизику, геофизические методы исследований Земли. Карьера в геофизических компаниях, сейсмологических службах, нефтегазовой разведке, научных институтах;математика,русский,физика;83,81,84;Science;Геофизика;Москва;4;Бакалавриат
200;МФТИ;Геофизика;Физика Земли, внутреннее строение Земли, геодинамика, физика землетрясений, мантия и ядро Земли. Изучают физику Земли, внутреннее строение Земли, геодинамику, физику землетрясений, мантию и ядро Земли, теоретическую геофизику. Выпускники работают в научно-исследовательских институтах геофизики, сейсмологических центрах, академической науке;математика,русский,физика;84,82,85;Science;Физика Земли;Москва;4;Бакалавриат
201;МГУ;Геохимия;Геохимия элементов, изотопная геохимия, геохимия процессов, геохимические методы поиска. Изучают геохимию элементов, изотопную геохимию, геохимию процессов, геохимические методы поиска полезных ископаемых, геохимию окружающей среды. Карьера в геохимических экспедициях, научных институтах, экологических службах, горнодобывающих компаниях;химия,русский,математика;82,80,81;Science;Геохимия;Москва;4;Бакалавриат
202;МГУ;Гидрогеология;Подземные воды, гидрогеология, поиск и разведка подземных вод, охрана подземных вод. Изучают подземные воды, гидрогеологию, поиск и разведку подземных вод, охрану подземных вод, гидрогеологическое моделирование. Выпускники работают в гидрогеологических экспедициях, водохозяйственных организациях, экологических службах, научных институтах;география,русский,математика;80,78,79;Science;Гидрогеология;Москва;4;Бакалавриат
203;МГУ;Инженерная геология;Инженерно-геологические изыскания, грунты, основания сооружений, геотехника, инженерная геодинамика. Изучают инженерно-геологические изыскания, грунты, основания сооружений, геотехнику, инженерную геодинамику, геологические риски. Карьера в изыскательских организациях, строительных компаниях, проектных институтах, государственных экспертизах;география,русский,математика;81,79,80;Science;Инженерная геология;Москва;4;Бакалавриат
204;МГУ;Горное дело;Разработка месторождений полезных ископаемых, открытые и подземные горные работы, горные машины. Изучают разработку месторождений полезных ископаемых, открытые и подземные горные работы, горные машины, взрывное дело, маркшейдерию. Карьера в горнодобывающих компаниях, проектных институтах, горном машиностроении, государственных органах;математика,русский,физика;81,79,82;Инженерия;Горное дело;Москва;4;Бакалавриат
205;СПбГУ;Горное дело;Морское горное дело, разработка морских месторождений, offshore добыча, подводная горная техника. Изучают морское горное дело, разработку морских месторождений, offshore добычу, подводную горную технику, морскую геотехнологию. Выпускники работают в offshore компаниях, морских горнодобывающих проектах, судостроении для горной промышленности, научно-исследовательских институтах;математика,русский,физика;80,78,81;Инженерия;Морское горное дело;Санкт-Петербург;4;Бакалавриат
206;УрФУ;Горное дело;Горное дело на Урале, разработка глубоких рудников, подземная добыча, геотехнология. Изучают горное дело на Урале, разработку глубоких рудников, подземную добычу, геотехнологию, рудничную аэрологию. Карьера в горнодобывающих компаниях Урала, проектных институтах, горном машиностроении, научных центрах;математика,русский,физика;79,77,80;Инженерия;Горное дело Урала;Екатеринбург;4;Бакалавриат
207;ТПУ;Нефтегазовое дело;Бурение нефтяных и газовых скважин, технологии бурения, буровые растворы, крепление скважин. Изучают бурение нефтяных и газовых скважин, технологии бурения, буровые растворы, крепление скважин, управление бурением. Выпускники работают в буровых компаниях, сервисных фирмах, нефтегазовых компаниях, на буровых установках;математика,русский,физика;78,76,79;Инженерия;Бурение;Томск;4;Бакалавриат
208;РГУ нефти и газа;Нефтегазовое дело;Разработка нефтяных и газовых месторождений, моделирование пластов, увеличение нефтеотдачи. Изучают разработку нефтяных и газовых месторождений, моделирование пластов, увеличение нефтеотдачи, управление разработкой, промысловую геологию. Карьера в нефтегазовых компаниях, сервисных фирмах, научно-исследовательских институтах, проектных организациях;математика,русский,физика;79,77,80;Инженерия;Разработка месторождений;Москва;4;Бакалавриат
209;УГНТУ;Нефтегазовое дело;Транспорт и хранение нефти и газа, магистральные трубопроводы, подземные хранилища газа. Изучают транспорт и хранение нефти и газа, магистральные трубопроводы, подземные хранилища газа, насосные и компрессорные станции, коррозионную защиту. Выпускники работают в трубопроводных компаниях, газотранспортных системах, службах эксплуатации хранилищ;математика,русский,физика;78,76,79;Инженерия;Транспортировка нефти и газа;Уфа;4;Бакалавриат
210;МГУ;Техносферная безопасность;Промышленная безопасность, охрана труда, управление рисками, безопасность технологических процессов. Изучают промышленную безопасность, охрану труда, управление рисками, безопасность технологических процессов, расследование аварий. Карьера в службах охраны труда и промышленной безопасности, государственных инспекциях, консалтинге, на предприятиях;математика,русский,физика;79,77,78;Инженерия;Промышленная безопасность;Москва;4;Бакалавриат
211;МИСИС;Техносферная безопасность;Безопасность в металлургии и горном деле, опасные производства, аварийные ситуации в промышленности. Изучают безопасность в металлургии и горном деле, опасные производства, аварийные ситуации в промышленности, взрывобезопасность, радиационную безопасность. Выпускники работают на металлургических и горнодобывающих предприятиях, в государственных инспекциях, научно-исследовательских институтах;математика,русский,физика;78,76,77;Инженерия;Безопасность в металлургии;Москва;4;Бакалавриат
212;МИФИ;Техносферная безопасность;Ядерная и радиационная безопасность, безопасность ядерных объектов, радиационный контроль. Изучают ядерную и радиационную безопасность, безопасность ядерных объектов, радиационный контроль, защиту от ионизирующих излучений, ядерное наследие. Карьера на АЭС, в Росатоме, радиационных службах, научно-исследовательских институтах, государственных инспекциях;математика,русский,физика;80,78,81;Инженерия;Ядерная безопасность;Москва;4;Бакалавриат
213;МГУ;Природообустройство и водопользование;Мелиорация земель, орошение, осушение, водное хозяйство, гидромелиоративные системы. Изучают мелиорацию земель, орошение, осушение, водное хозяйство, гидромелиоративные системы, управление водными ресурсами. Карьера в мелиоративных службах, водохозяйственных организациях, сельском хозяйстве, проектных институтах;математика,русский,география;78,76,77;Инженерия;Мелиорация;Москва;4;Бакалавриат
214;Донской ГАУ;Природообустройство и водопользование;Мелиорация в засушливых регионах, орошение в степной зоне, водосберегающие технологии. Изучают мелиорацию в засушливых регионах, орошение в степной зоне, водосберегающие технологии, капельное орошение, управление оросительными системами. Выпускники работают в сельскохозяйственных предприятиях юга России, мелиоративных службах, проектных организациях;математика,русский,география;76,74,75;Инженерия;Мелиорация засушливых регионов;Ростов-на-Дону;4;Бакалавриат
215;МГУ;Агрономия;Растениеводство, селекция растений, защита растений, агрохимия, земледелие. Изучают растениеводство, селекцию растений, защиту растений, агрохимию, земледелие, сельскохозяйственные технологии. Карьера в сельскохозяйственных предприятиях, селекционных центрах, агрохимических службах, научно-исследовательских институтах;биология,русский,химия;78,76,77;Science;Агрономия;Москва;4;Бакалавриат
216;КубГАУ;Агрономия;Агрономия в южных регионах, субтропическое растениеводство, виноградарство, плодоводство. Изучают агрономию в южных регионах, субтропическое растениеводство, виноградарство, плодоводство, овощеводство в теплицах. Выпускники работают в сельскохозяйственных предприятиях Краснодарского края, винодельческих компаниях, плодоовощных хозяйствах;биология,русский,химия;76,74,75;Science;Агрономия юга;Краснодар;4;Бакалавриат
217;МГУ;Зоотехния;Животноводство, разведение сельскохозяйственных животных, кормление животных, генетика животных. Изучают животноводство, разведение сельскохозяйственных животных, кормление животных, генетику животных, технологию производства продуктов животноводства. Карьера в животноводческих предприятиях, племенных заводах, кормовых компаниях, научно-исследовательских институтах;биология,русский,химия;77,75,76;Science;Зоотехния;Москва;4;Бакалавриат
218;Воронежский ГАУ;Зоотехния;Свиноводство, птицеводство, интенсивное животноводство, современные технологии в животноводстве. Изучают свиноводство, птицеводство, интенсивное животноводство, современные технологии в животноводстве, автоматизацию животноводческих ферм. Выпускники работают в свиноводческих и птицеводческих комплексах, агрохолдингах, компаниях-производителях оборудования;биология,русский,химия;75,73,74;Science;Свиноводство и птицеводство;Воронеж;4;Бакалавриат
219;МГУ;Ветеринария;Диагностика и лечение болезней животных, ветеринарная хирургия, терапия, профилактика заболеваний. Изучают диагностику и лечение болезней животных, ветеринарную хирургию, терапию, профилактику заболеваний, ветеринарную фармакологию. Карьера в ветеринарных клиниках, животноводческих предприятиях, государственной ветеринарной службе, научно-исследовательских институтах;биология,русский,химия;80,78,79;Медицина;Ветеринария;Москва;5;Специалитет
220;МГАВМиБ;Ветеринария;Ветеринарная санитария, ветеринарно-санитарная экспертиза, безопасность пищевых продуктов животного происхождения. Изучают ветеринарную санитарию, ветеринарно-санитарную экспертизу, безопасность пищевых продуктов животного происхождения, контроль качества мяса и молока. Выпускники работают в ветеринарных лабораториях, на мясокомбинатах, молокозаводах, в государственной ветеринарной службе;биология,русский,химия;79,77,78;Медицина;Ветеринарная санитария;Москва;5;Специалитет
221;СПбГАВМ;Ветеринария;Ветеринария мелких домашних животных, лечение собак и кошек, ветеринарная стоматология, дерматология. Изучают ветеринарию мелких домашних животных, лечение собак и кошек, ветеринарную стоматологию, дерматологию, онкологию животных. Карьера в ветеринарных клиниках для домашних животных, специализированных центрах, частной практике;биология,русский,химия;78,76,77;Медицина;Ветеринария мелких животных;Санкт-Петербург;5;Специалитет
222;МГУ;Лесное дело;Лесоводство, лесные культуры, таксация леса, лесная пирология, лесопользование. Изучают лесоводство, лесные культуры, таксацию леса, лесную пирологию, лесопользование, охрану лесов. Карьера в лесхозах, лесничествах, лесопромышленных компаниях, заповедниках, государственных органах управления лесами;биология,русский,география;77,75,76;Science;Лесное дело;Москва;4;Бакалавриат
223;СПбГЛТУ;Лесное дело;Лесное хозяйство в таежной зоне, северное лесоводство, леса Европейского Севера. Изучают лесное хозяйство в таежной зоне, северное лесоводство, леса Европейского Севера, особенности лесопользования в холодном климате. Выпускники работают в лесхозах северных регионов, лесопромышленных компаниях Севера, научно-исследовательских институтах;биология,русский,география;76,74,75;Science;Северное лесоводство;Санкт-Петербург;4;Бакалавриат
224;СибГУ;Лесное дело;Лесное хозяйство Сибири, сибирская тайга, лесопользование в Сибири, лесные пожары в Сибири. Изучают лесное хозяйство Сибири, сибирскую тайгу, лесопользование в Сибири, лесные пожары в Сибири, кедровые леса. Карьера в лесхозах Сибири, лесопромышленных компаниях, заповедниках Сибири, научных центрах;биология,русский,география;75,73,74;Science;Сибирское лесное хозяйство;Красноярск;4;Бакалавриат
225;МГУ;Ландшафтная архитектура;Ландшафтное проектирование, садово-парковое искусство, озеленение, дендрология, цветоводство. Изучают ландшафтное проектирование, садово-парковое искусство, озеленение, дендрологию, цветоводство, историю ландшафтной архитектуры. Карьера в ландшафтных бюро, парковых хозяйствах, девелоперских компаниях, ботанических садах;биология,русский,математика;78,76,77;Творческое;Ландшафтная архитектура;Москва;4;Бакалавриат
226;МГУЛ;Ландшафтная архитектура;Лесопарковое хозяйство, городское озеленение, паркостроение, рекультивация нарушенных земель. Изучают лесопарковое хозяйство, городское озеленение, паркостроение, рекультивацию нарушенных земель, экологическую реставрацию. Выпускники работают в парковых хозяйствах, городских администрациях, ландшафтных фирмах, экологических организациях;биология,русский,математика;77,75,76;Творческое;Лесопарковое хозяйство;Москва;4;Бакалавриат
227;МГУ;Декоративное садоводство;Цветоводство, декоративные растения, ландшафтный дизайн, оранжерейное хозяйство, флористика. Изучают цветоводство, декоративные растения, ландшафтный дизайн, оранжерейное хозяйство, флористику, селекцию декоративных растений. Карьера в цветоводческих хозяйствах, оранжереях, ландшафтных фирмах, флористических салонах, ботанических садах;биология,русский,химия;77,75,76;Творческое;Декоративное садоводство;Москва;4;Бакалавриат
228;Тимирязевская академия;Декоративное садоводство;Промышленное цветоводство, тепличные технологии, выращивание срезочных цветов, горшечные растения. Изучают промышленное цветоводство, тепличные технологии, выращивание срезочных цветов, горшечные растения, фитодизайн. Выпускники работают в цветоводческих тепличных комплексах, садовых центрах, компаниях по производству посадочного материала;биология,русский,химия;76,74,75;Творческое;Промышленное цветоводство;Москва;4;Бакалавриат
229;МГУ;Технология продукции и организация общественного питания;Технология приготовления пищи, организация ресторанного бизнеса, менеджмент в общественном питании. Изучают технологию приготовления пищи, организацию ресторанного бизнеса, менеджмент в общественном питании, стандарты качества, пищевую безопасность. Карьера в ресторанах, отелях, кейтеринговых компаниях, пищевом производстве, контроле качества;химия,русский,математика;77,75,76;Экономика;Ресторанный бизнес;Москва;4;Бакалавриат
230;РЭУ им. Плеханова;Технология продукции и организация общественного питания;Ресторанный менеджмент, управление ресторанами, франчайзинг в общественном питании, концепции ресторанов. Изучают ресторанный менеджмент, управление ресторанами, франчайзинг в общественном питании, концепции ресторанов, маркетинг в общественном питании. Выпускники работают управляющими ресторанами, открывают собственные заведения, работают в ресторанных сетях, консалтинге;химия,русский,математика;76,74,75;Экономика;Ресторанный менеджмент;Москва;4;Бакалавриат
231;МГУ;Технология производства и переработки сельскохозяйственной продукции;Технология хранения и переработки сельхозпродукции, пищевые технологии, качество продуктов питания. Изучают технологию хранения и переработки сельхозпродукции, пищевые технологии, качество продуктов питания, пищевую безопасность, стандартизацию. Карьера на пищевых производствах, в лабораториях качества, контролирующих органах, научно-исследовательских институтах;химия,русский,биология;77,75,76;Инженерия;Пищевые технологии;Москва;4;Бакалавриат
232;КубГТУ;Технология производства и переработки сельскохозяйственной продукции;Технология переработки плодов и овощей, консервирование, соковое производство, виноделие. Изучают технологию переработки плодов и овощей, консервирование, соковое производство, виноделие, производство продуктов из винограда. Выпускники работают на консервных заводах, винодельческих предприятиях, соковых производствах, в агрохолдингах;химия,русский,биология;75,73,74;Инженерия;Переработка плодов и овощей;Краснодар;4;Бакалавриат
233;МГУ;Стандартизация и метрология;Стандартизация, метрология, управление качеством, сертификация, испытания продукции. Изучают стандартизацию, метрологию, управление качеством, сертификацию, испытания продукции, метрологическое обеспечение. Карьера в службах качества предприятий, метрологических службах, органах по сертификации, государственных инспекциях;математика,русский,физика;78,76,77;Инженерия;Стандартизация и метрология;Москва;4;Бакалавриат
234;МГТУ им. Н.Э. Баумана;Стандартизация и метрология;Метрологическое обеспечение производства, точные измерения в машиностроении, контроль качества в промышленности. Изучают метрологическое обеспечение производства, точные измерения в машиностроении, контроль качества в промышленности, средства измерений, поверку оборудования. Выпускники работают на промышленных предприятиях, в метрологических службах, контроле качества, научно-исследовательских институтах;математика,русский,физика;77,75,76;Инженерия;Метрология в машиностроении;Москва;4;Бакалавриат
235;МГУ;Управление качеством;Системы менеджмента качества, TQM, ISO стандарты, аудит качества, непрерывное улучшение. Изучают системы менеджмента качества, TQM, ISO стандарты, аудит качества, непрерывное улучшение, статистические методы контроля качества. Карьера в службах качества предприятий, консалтинге по качеству, органах по сертификации, аудиторских компаниях;математика,русский,обществознание;78,76,77;Экономика;Управление качеством;Москва;4;Бакалавриат
236;НИУ ВШЭ;Управление качеством;Качество в сфере услуг, сервисные стандарты, клиентоориентированность, управление качеством в IT. Изучают качество в сфере услуг, сервисные стандарты, клиентоориентированность, управление качеством в IT, метрики качества услуг. Выпускники работают в сервисных компаниях, IT-компаниях, банках, retail, консалтинге;математика,русский,обществознание;77,75,76;Экономика;Качество в сервисе;Москва;4;Бакалавриат
237;МГУ;Биотехнология;Промышленная биотехнология, микробиологические производства, ферментные технологии, биосинтез. Изучают промышленную биотехнологию, микробиологические производства, ферментные технологии, биосинтез, биокатализ, downstream processing. Карьера на биотехнологических производствах, фармацевтических заводах, научно-исследовательских институтах, стартапах;биология,русский,химия;81,79,80;Science;Промышленная биотехнология;Москва;4;Бакалавриат
238;МФТИ;Биотехнология;Медицинская биотехнология, производство лекарств, генная инженерия, клеточные технологии. Изучают медицинскую биотехнологию, производство лекарств, генную инженерию, клеточные технологии, биопрепараты, фармацевтическую биотехнологию. Выпускники работают в фармацевтических компаниях, биотех-стартапах, научно-исследовательских институтах, медицинских лабораториях;биология,русский,химия;82,80,81;Science;Медицинская биотехнология;Москва;4;Бакалавриат
239;СПбГУ;Биотехнология;Пищевая биотехнология, производство пищевых добавок, ферментированные продукты, пробиотики. Изучают пищевую биотехнологию, производство пищевых добавок, ферментированные продукты, пробиотики, ферменты в пищевой промышленности. Карьера на пищевых производствах, компаниях по производству пищевых добавок, научно-исследовательских институтах, контроле качества;биология,русский,химия;80,78,79;Science;Пищевая биотехнология;Санкт-Петербург;4;Бакалавриат
240;МГУ;Технология полиграфического и упаковочного производства;Полиграфические технологии, печатные процессы, производство упаковки, дизайн упаковки. Изучают полиграфические технологии, печатные процессы, производство упаковки, дизайн упаковки, допечатную подготовку, послепечатную обработку. Карьера в полиграфических компаниях, упаковочных производствах, дизайн-студиях, издательствах;математика,русский,физика;77,75,76;Инженерия;Полиграфия и упаковка;Москва;4;Бакалавриат
241;МГУПП;Технология полиграфического и упаковочного производства;Упаковка для пищевых продуктов, безопасность упаковки, материалы для упаковки, smart packaging. Изучают упаковку для пищевых продуктов, безопасность упаковки, материалы для упаковки, smart packaging, экологичную упаковку. Выпускники работают на пищевых производствах, в упаковочных компаниях, дизайн-бюро упаковки, научно-исследовательских институтах;математика,русский,химия;76,74,75;Инженерия;Упаковка для пищевых продуктов;Москва;4;Бакалавриат
242;МГУ;Дизайн;Промышленный дизайн, проектирование изделий, эргономика, дизайн-проектирование. Изучают промышленный дизайн, проектирование изделий, эргономику, дизайн-проектирование, материалы в дизайне, историю дизайна. Карьера в дизайн-студиях, промышленных компаниях, консалтинге, производстве потребительских товаров;русский,литература,рисунок;78,80,82;Творческое;Промышленный дизайн;Москва;4;Бакалавриат
243;СПбГУ;Дизайн;Графический дизайн, айдентика, типографика, иллюстрация, дизайн печатных изданий. Изучают графический дизайн, айдентику, типографику, иллюстрацию, дизайн печатных изданий, упаковку, рекламный дизайн. Выпускники работают в дизайн-студиях, рекламных агентствах, издательствах, на фрилансе;русский,литература,рисунок;77,79,81;Творческое;Графический дизайн;Санкт-Петербург;4;Бакалавриат
244;ЮФУ;Дизайн;Дизайн среды, интерьерный дизайн, экспозиционный дизайн, световой дизайн. Изучают дизайн среды, интерьерный дизайн, экспозиционный дизайн, световой дизайн, проектирование общественных пространств. Карьера в дизайн-студиях, архитектурных бюро, выставочных компаниях, девелоперских фирмах;русский,литература,рисунок;76,78,80;Творческое;Дизайн среды;Ростов-на-Дону;4;Бакалавриат
245;МГУ;Изящные искусства;Живопись, рисунок, композиция, история искусства, техники живописи. Изучают живопись, рисунок, композицию, историю искусства, техники живописи, цветоведение, анатомию для художников. Карьера художников, преподавателей искусства, реставраторов, иллюстраторов, в галереях;русский,литература,рисунок;75,77,85;Творческое;Живопись;Москва;4;Бакалавриат
246;СПбГУ;Изящные искусства;Графика, печатные техники, книжная графика, экслибрис, офорт, литография. Изучают графику, печатные техники, книжную графику, экслибрис, офорт, литографию, рисунок, композицию. Выпускники работают художниками-графиками, иллюстраторами, в издательствах, мастерских печатной графики, галереях;русский,литература,рисунок;74,76,84;Творческое;Графика;Санкт-Петербург;4;Бакалавриат
247;МГУ;Музыкальное искусство;История музыки, теория музыки, композиция, музыкальная форма, анализ музыкальных произведений. Изучают историю музыки, теорию музыки, композицию, музыкальную форму, анализ музыкальных произведений, сольфеджио, гармонию. Карьера музыковедов, композиторов, преподавателей музыки, музыкальных критиков, в концертных организациях;русский,литература,творческий экзамен;74,76,82;Творческое;Музыковедение;Москва;4;Бакалавриат
248;СПбГУ;Музыкальное искусство;Исполнительское искусство (фортепиано), история исполнительства, педагогика, концертная практика. Изучают исполнительское искусство (фортепиано), историю исполнительства, педагогику, концертную практику, камерный ансамбль, аккомпанемент. Выпускники работают пианистами, концертмейстерами, преподавателями, в оркестрах, музыкальных школах;русский,литература,творческий экзамен;73,75,83;Творческое;Исполнительское искусство;Санкт-Петербург;4;Бакалавриат
249;МГУ;Театральное искусство;История театра, теория драмы, театральная критика, драматургия, театроведение. Изучают историю театра, теорию драмы, театральную критику, драматургию, театроведение, анализ спектаклей. Карьера театроведов, театральных критиков, драматургов, преподавателей, в театрах, СМИ;русский,литература,история;76,78,80;Творческое;Театроведение;Москва;4;Бакалавриат
250;СПбГУ;Театральное искусство;Театральная режиссура, работа с актерами, сценография, постановка спектаклей. Изучают театральную режиссуру, работу с актерами, сценографию, постановку спектаклей, драматургический анализ, историю режиссуры. Выпускники работают режиссерами, ассистентами режиссера, в театрах, на телевидении, в кино;русский,литература,творческий экзамен;75,77,82;Творческое;Театральная режиссура;Санкт-Петербург;4;Бакалавриат
